family,dataset,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,K,n_concepts,n_pca_components,LPS_text,LPS_image_only,LPS_image_conditioned,NRI_image_conditioned,shared_neighbor_ratio,cross_superclass_gained_frac,random_shared_baseline,align_fit_proxy
qwen,coco_karpathy,1,0.1428571428571428,5,5,5,3,120,16,0.0465458333333333,0.0521416666666666,0.0766041666666666,0.8333333333333334,0.1666666666666666,0.6386554621848739,0.0252100840336134,0.0643781372801811
qwen,coco_karpathy,1,0.1428571428571428,5,5,5,5,120,16,0.0662733479497354,0.0709055423941798,0.092988532010582,0.81,0.19,0.6726388888888889,0.042016806722689,0.0643781372801811
qwen,coco_karpathy,1,0.1428571428571428,5,5,5,10,120,16,0.1139251588399772,0.1112221990142678,0.141757737352843,0.7416666666666667,0.2583333333333333,0.7465542328042327,0.0840336134453781,0.0643781372801811
qwen,coco_karpathy,1,0.1428571428571428,5,5,5,20,120,16,0.1763211259155279,0.1722879168579894,0.209693548467419,0.6429166666666667,0.3570833333333333,0.836054668370845,0.1680672268907563,0.0643781372801811
qwen,coco_karpathy,2,0.2857142857142857,10,10,10,3,120,16,0.0817041666666666,0.0722125,0.1297041666666666,0.7305555555555555,0.2694444444444444,0.5584045584045585,0.0252100840336134,0.0246348855255934
qwen,coco_karpathy,2,0.2857142857142857,10,10,10,5,120,16,0.0951367534391534,0.0966484825396825,0.1488614377645502,0.7100000000000001,0.29,0.6290277777777776,0.042016806722689,0.0246348855255934
qwen,coco_karpathy,2,0.2857142857142857,10,10,10,10,120,16,0.1580725101751319,0.1614034982704873,0.2242444077152643,0.615,0.385,0.7636276455026455,0.0840336134453781,0.0246348855255934
qwen,coco_karpathy,2,0.2857142857142857,10,10,10,20,120,16,0.2237637212548626,0.2214701034800321,0.2899418178605408,0.5566666666666668,0.4433333333333333,0.8818930375180375,0.1680672268907563,0.0246348855255934
qwen,coco_karpathy,3,0.4285714285714285,15,15,15,3,120,16,0.0728958333333333,0.0679791666666666,0.1175083333333333,0.7472222222222221,0.2527777777777777,0.6152777777777778,0.0252100840336134,0.0178913842994747
qwen,coco_karpathy,3,0.4285714285714285,15,15,15,5,120,16,0.1012324375,0.1017148623677248,0.1623160762566137,0.6783333333333333,0.3216666666666667,0.6816666666666668,0.042016806722689,0.0178913842994747
